ACC_min_x,ACC_min_y,ACC_min_z,ACC_max_x,ACC_max_y,ACC_max_z,ACC_mean_x,ACC_mean_y,ACC_mean_z,ACC_var_x,ACC_var_y,ACC_var_z,ACC_std_x,ACC_std_y,ACC_std_z,ACC_skew_x,ACC_skew_y,ACC_skew_z,ACC_kurt_x,ACC_kurt_y,ACC_kurt_z,ACC_percentile25_x,ACC_percentile25_y,ACC_percentile25_z,ACC_percentile50_x,ACC_percentile50_y,ACC_percentile50_z,ACC_percentile75_x,ACC_percentile75_y,ACC_percentile75_z,ACC_energy_x,ACC_energy_y,ACC_energy_z,ACC_corr_xy,ACC_corr_yz,ACC_corr_xz,ACC_zerocross_x,ACC_zerocross_y,ACC_zerocross_z,ACC_dominantFr_x,ACC_dominantFr_y,ACC_dominantFr_z,ACC_dominantMag_x,ACC_dominantMag_y,ACC_dominantMag_z,ACC_entropy_x,ACC_entropy_y,ACC_entropy_z,ACC_min_vm,ACC_max_vm,ACC_mean_vm,ACC_var_vm,ACC_std_vm,ACC_skew_vm,ACC_kurt_vm,ACC_percentile25_vm,ACC_percentile50_vm,ACC_percentile75_vm,ACC_energy_vm
-0.19630563837344697,-0.24314768410537194,-0.1354091435911314,0.2568518391151542,0.26569308501880723,0.2258635906759808,1.7277087962064287e-07,9.754451941179631e-08,5.478940235359442e-07,0.0029888240565497837,0.0048055799697155985,0.003778563976654199,0.05467013861835164,0.06932229056887546,0.06147002502565131,0.6888427100441656,-1.1674870237503971,0.9429275154265778,4.236182985541941,2.637150763961042,1.6806608566254733,-0.01571761592562105,-0.009074440743224627,-0.02137661698817478,-0.004620645111561701,0.019152725173949343,-0.00933430226858719,0.010402067159653635,0.034074292473194184,0.006738504088011927,2.3880704212071575,3.839658395810375,3.019072617586855,0.22278801630395617,-0.32770336483062285,0.0264230058101599,66,40,68,2.4000000000000004,0.1,0.5,8.726724141202913,15.917739420558657,13.865322634093173,5.271243265547188,4.980711492215834,4.87551820183997,0.004057155476112661,0.3129147295039892,0.08070616856516351,0.005051330311676495,0.07107271144170943,1.082662599090203,0.2170887797133143,0.024816448531153064,0.04541904383153782,0.13040131293759183,9.246801434604388
-0.6627831311505648,-1.1473424955443652,-0.6840553011504256,0.7162902026238344,0.8677114070314784,0.8922446452786035,2.6919735027775005e-08,1.406243907986493e-07,-6.515624960234945e-08,0.13084644815594076,0.07869172928189636,0.027668684585126092,0.36172703542303936,0.28052046143177567,0.16633906512039226,-0.18685384403354172,0.40539974523112987,-0.391076474288835,-1.0422166843050862,-0.05809312289328483,3.174164470200992,-0.35301172635481415,-0.21390696672943116,-0.10035091658877962,0.10200431570074578,-0.077249499655865,0.0018524551614505136,0.23690238700382865,0.21942369474191198,0.10820569324272916,104.54631207659725,62.87469169625101,22.107278983519144,-0.7425913045366151,-0.0686331160496947,-0.05879669998562072,13,17,42,0.1,0.1,0.30000000000000004,139.6350881991676,113.33201039382533,39.11298273291416,3.027396013954584,3.449845781255627,5.157240244803439,0.06208961151797457,1.551509430165656,0.44750533538951737,0.036695197239924725,0.1915599050947894,0.6209744886712469,1.2747764911014965,0.30001581433012964,0.42651265236876335,0.5877439589523796,189.5282827563674
-0.14294191886622887,-0.18381466129561622,-0.21123135900754497,0.23530695449310865,0.15645316744471158,0.41457016490484533,-8.228019654582531e-08,1.3934730391379492e-07,-9.462204978438748e-08,0.002055147770094639,0.003421210299617385,0.006041395092154587,0.04533373765855446,0.05849111299691078,0.07772641180547694,0.0969750265735328,0.04885984813182464,1.2144677503023973,2.5972409277126287,0.2812369191791846,4.3075832461121255,-0.019036445843631282,-0.031705679641577555,-0.04688197133772231,-0.002194654072518113,-0.0036910142170462966,-0.008834790293482987,0.02466301831515072,0.030957091039612094,0.03827151712513245,1.6420630683110324,2.733547029409825,4.827074678638677,-0.05780099615041887,-0.2272561076952709,-0.21103908059905319,68,65,40,2.8000000000000003,1.7000000000000002,0.30000000000000004,7.795070531295767,12.9048995283884,19.555856684244144,5.696157756850649,5.165727638653864,4.592007943678746,0.0052828871331530485,0.42469267985344294,0.08838653420161843,0.0036957962876350975,0.06079306117999897,1.5725936042993056,4.289136371364087,0.04414034108339154,0.07608095272747996,0.12078659544056536,9.202684776359535
-0.1691903097828127,-0.22557384021578394,-0.19333799529327367,0.222192195240286,0.23925778144280316,0.21708377889032096,8.711880014819484e-08,-1.7527965166186376e-07,-1.2165077430292827e-07,0.0028488843314312894,0.005166924486811939,0.007267594574906341,0.05337494104382027,0.07188132223889554,0.08525018812241027,0.478912665882765,-0.24931435382608375,0.2491228182182733,1.8427285426992608,0.2501905961574624,-0.25157764049405884,-0.028238426420962616,-0.045211246097802464,-0.056806069548874544,-0.0012043399813038897,0.005303703387597156,-0.006265747849416654,0.025582541038093133,0.048675293204150566,0.05709892938692587,2.276258580819672,4.128372664987317,5.806808065362006,-0.08248903137388579,-0.23768973759463002,-0.22826542778472014,82,49,46,2.6,1.8,0.30000000000000004,9.363583892224463,14.885101909939962,22.66595487220506,5.513232962051054,5.108022867176988,4.364045087147356,0.006394896144321222,0.28414639503656447,0.1099947803821417,0.003169409189132075,0.05629750606494106,0.5223302591285293,-0.5177404228450677,0.06622619357528382,0.10211347592205194,0.14787320973563117,12.211439311168995
-0.1889360013096502,-0.2550316065525995,-0.1647129457213108,0.28341482540519447,0.24233139305374518,0.23330623457153024,2.1472172942182955e-08,2.386238285066733e-07,-1.738913045468138e-07,0.0035878051142468753,0.005471953058001864,0.00630690915506744,0.05989828974392237,0.07397265074337855,0.07941605099139241,0.16732565031048868,-0.0014883815617839121,0.5081485541788636,1.7608305679203173,0.6549011562074969,-0.2712029287727873,-0.03155131363566088,-0.04277484550244462,-0.06338960521254437,-0.0006986520746682231,-0.00355158287664857,-0.01330840864876995,0.03384122328144338,0.04346364999365007,0.0571677805318246,2.8666562862836216,4.372090493389042,5.039220414923076,-0.400348914649743,-0.0012520491134425339,-0.2564557381721628,51,45,32,1.3,1.0,0.4,10.57031957900022,17.774041609657722,20.355539887690075,5.515033343522443,4.675866615129765,4.419050384438806,0.004677831106389726,0.3169105324688795,0.10973523025979555,0.0033097754523898136,0.057530647939944266,0.87942818259339,0.4372100830470398,0.06807413667691532,0.09919518494879356,0.13937076902845957,12.277967194595739
-0.19959182831728017,-0.3862475787298778,-0.18055161741894518,0.2533215958512779,0.21200816323545096,0.34717147324499525,-1.4772657861095162e-07,1.45656985928444e-07,3.513305494751151e-08,0.002877709130570553,0.005785080829207491,0.007029089240644852,0.05364428329813488,0.07605971883465971,0.08383966388675979,0.5914750385095578,-0.7019867687375146,0.8784460189488845,3.9842256011719224,2.7334824495448027,1.8067524431223392,-0.017190796977319893,-0.034195865846662586,-0.05169291460856013,-0.0010695414673087549,0.00117336032456567,-0.0014376930715509278,0.015404527906833549,0.04039545529546171,0.02555959698265424,2.2992895953433306,4.622279582553758,5.616242303276224,-0.11703330619843991,-0.17453887392839937,-0.12117606794962615,87,54,68,2.0,1.6,0.4,7.750140529509443,12.877385057768862,18.809724455618106,5.555059980776326,5.135974834766427,4.806249371861635,0.0014100747500188332,0.4762852281125277,0.100382018561329,0.005602718098642947,0.07485130659275727,1.1695261480002546,1.9575903900161036,0.03880330826696788,0.0800953355672634,0.14982026268542978,12.537811481173312
-0.5989431017699571,-0.7749712666605312,-0.7408870624650011,1.9131519750638937,0.5579674547508189,1.3273222302981227,2.6424429456994857e-07,1.2501944289589063e-07,8.796714421777097e-08,0.30929303812880543,0.057114955372756064,0.19282810409526394,0.5561412034086356,0.23898735400174642,0.43912196949738685,0.8452800485946972,-0.761486881585857,0.6694211444948328,-0.5268743448636983,0.07404343454176088,-0.921292142192434,-0.4346845632445956,-0.08434413762776136,-0.3660965490325722,-0.37275898103795,0.05648298798791471,-0.23363037563436403,0.5521414777382609,0.1323908862891697,0.4533821223025226,247.1251374649714,45.634849342844596,154.0696551721221,-0.5282375159717143,-0.5221257784178224,0.8406863773298366,11,45,11,0.1,0.1,0.1,247.69038414730227,53.6728437883831,190.87749246943886,2.3812591765658726,5.058201256227648,2.754735121712422,0.1472987314787124,2.027411259727594,0.700817830587913,0.06747576551186367,0.2597609776541959,1.557046159027968,3.1427723910184575,0.5446119092479197,0.5935964310972737,0.820738206747818,446.82964197993806
-0.8358402605773025,-0.48755648330351836,-1.0454007881041627,0.5748925044594659,0.6361461671896775,1.0561550827865922,-3.886711638756424e-08,-1.1314737751177972e-07,1.1067005196707669e-07,0.28409237526196174,0.03847002757363713,0.147487239352403,0.5330031662776139,0.19613777701818977,0.38404067408596576,-0.7193291600908046,0.12684599816259873,-0.36480013908483094,-1.343968178606472,-0.6499232740612126,-0.7671507072683204,-0.7742523054851242,-0.16094889983833352,-0.38767597455492636,0.32923188847677776,-0.016602605836966954,0.1513916779844429,0.4099475236108524,0.1538536351267404,0.2910073957683867,226.9898078343086,30.737552031346304,117.84230424257977,-0.6962534334153426,-0.5344897982516574,0.8480970564828695,7,37,11,0.1,0.1,0.1,245.01622063737696,77.41755094639525,157.11619546399876,1.9531975712399339,3.699170758195945,2.9836981867865564,0.14878361410728125,1.196435062931133,0.6423120977495094,0.05696845979466137,0.23868066489487869,0.4909380660949525,-1.2375125355807555,0.45514612772174695,0.5385283462070254,0.9358210024787361,375.56966410823475
-0.12856490398475812,-0.18733925721317446,-0.15758281255115647,0.1176360269417237,0.10895126840440765,0.14277578419098888,-1.5769691885658688e-10,-1.3391321150552082e-07,8.745910001994872e-08,0.0007131212648941188,0.0015327625120305675,0.0018878486556593561,0.026704330452084337,0.039150511005995405,0.04344938038291635,0.3110740450083485,-0.9926328981870751,-0.7430619157120623,6.857918261861883,2.975331264120996,1.6413945650199349,-0.011453967896762392,-0.016000261588472342,-0.01396264255824025,-0.0014586263603659395,0.004256582347526448,0.010871677749641429,0.00798439921050565,0.01924649966013475,0.02188725443264382,0.5697838906504008,1.2246772471267695,1.5083910758779449,-0.2076199313286774,-0.32182447220961824,-0.03964367572736815,79,63,26,2.2,0.30000000000000004,0.30000000000000004,3.6876326442285863,8.616378038376087,11.836541920637613,5.636968188437821,5.3513416483905,4.006966220590507,0.0033718733199062647,0.22683850842173822,0.0517230272677341,0.001455112608090242,0.038145938290861874,1.4956065973377375,2.272393500454524,0.024483357425441804,0.036744447880543096,0.07226970966946283,3.3028522136551155
-1.2883651006084011,-1.0265305224697039,-0.9106110459359835,0.9459252238376632,1.1598227885702697,1.5424522182737834,3.0060798632547405e-08,-4.6812248729377613e-07,-8.009237060990771e-07,0.26282539795795185,0.10676969747171756,0.10759944791479036,0.512664995838366,0.32675632736294113,0.328023547805322,-0.6043864422755912,0.14001795141535092,0.575519211070339,-0.6038393396040611,1.3235546756938552,1.2664685639156978,-0.36257909181929143,-0.21853899144030928,-0.2704720298795589,0.09668930436133531,-0.04506619601266642,0.008990858334034195,0.45310330012236194,0.21753651485640163,0.22145208221715035,209.99749296840423,85.30898828007766,85.97195888443068,0.008106649356924643,0.17931605180903928,-0.4465693223517559,11,39,26,0.2,0.1,0.1,202.18755777572898,80.49173785300131,97.97088432826317,2.9399200687549922,4.465018305267669,4.2631260980845225,0.02929820849001321,1.681103112807852,0.6275693993611317,0.08285827199163855,0.2878511281750317,0.9681889193977183,1.054673258756643,0.45231333833588894,0.6065803651346202,0.7180126269525953,381.2784401329126
