ACC_min_x,ACC_min_y,ACC_min_z,ACC_max_x,ACC_max_y,ACC_max_z,ACC_mean_x,ACC_mean_y,ACC_mean_z,ACC_var_x,ACC_var_y,ACC_var_z,ACC_std_x,ACC_std_y,ACC_std_z,ACC_skew_x,ACC_skew_y,ACC_skew_z,ACC_kurt_x,ACC_kurt_y,ACC_kurt_z,ACC_percentile25_x,ACC_percentile25_y,ACC_percentile25_z,ACC_percentile50_x,ACC_percentile50_y,ACC_percentile50_z,ACC_percentile75_x,ACC_percentile75_y,ACC_percentile75_z,ACC_energy_x,ACC_energy_y,ACC_energy_z,ACC_corr_xy,ACC_corr_yz,ACC_corr_xz,ACC_zerocross_x,ACC_zerocross_y,ACC_zerocross_z,ACC_dominantFr_x,ACC_dominantFr_y,ACC_dominantFr_z,ACC_dominantMag_x,ACC_dominantMag_y,ACC_dominantMag_z,ACC_entropy_x,ACC_entropy_y,ACC_entropy_z,ACC_min_vm,ACC_max_vm,ACC_mean_vm,ACC_var_vm,ACC_std_vm,ACC_skew_vm,ACC_kurt_vm,ACC_percentile25_vm,ACC_percentile50_vm,ACC_percentile75_vm,ACC_energy_vm
-0.3066301398792265,-0.23592223970111498,-0.1292727876593548,0.18230327944873398,0.6719566393730334,0.3244637952844439,5.534208750163083e-07,-2.3431048766009432e-07,-2.415095056945704e-07,0.002382223007558392,0.00653332511896609,0.0021503153793360715,0.04880802195908365,0.08082898687331229,0.0463714931756146,-2.4292825083003993,4.2789596005950665,1.9530063205926282,10.776508598415596,27.10525492344489,11.296132139332698,-0.01208954497887073,-0.03951398711115704,-0.01882692691490641,0.00770063366442306,-0.008511500273845892,-0.0034670950478944244,0.0224930838357992,0.013445737243091626,0.012429631313227232,1.9033961832841748,5.220126770097827,1.7181019881361828,-0.38501785328773314,-0.16398112640981136,-0.2276118651616424,47,37,54,0.7000000000000001,0.7000000000000001,0.4,7.951192896483395,13.110713569952345,11.16001223123135,5.875201349693026,5.460031508634046,4.911401769103375,0.006918294965387084,0.6738346366635738,0.0671143560216889,0.006555889254259547,0.08096844604078522,4.025016703006456,20.30521174779833,0.022857689004105612,0.0452365172677123,0.07897282781177177,8.841624941518184
-0.15588804638770756,-0.3017485212196181,-0.10132762842711239,0.27392356005442786,0.15970371296076236,0.2234674906481305,2.316572946095552e-08,-1.1162789855134747e-07,1.07852948494358e-07,0.0017947226717112167,0.00344322805128413,0.003852597623575631,0.042364167308129835,0.05867902565043263,0.06206929694765062,0.8709042114871873,-1.2403883879842943,1.3679896221716954,7.448260568791209,4.5187698982913185,1.2839160567425303,-0.014474097262861352,-0.02029958070783926,-0.03825352709776207,-0.0017951455258641029,0.007079294510093606,-0.030880622146587416,0.01269811182357395,0.02314545036302239,0.027869371528855526,1.4339834146976915,2.75113921298599,3.0782255012462354,-0.3102903458750121,-0.35673466524696473,0.10135820192259018,84,38,19,0.6000000000000001,0.7000000000000001,0.1,6.6406583529712915,9.340402998574492,16.667389526697246,5.953755175917822,5.09786267097579,3.85383853636044,0.008883902974709822,0.34602880786024626,0.07549389726773896,0.0033840867449216228,0.05817290387217766,1.9081001532399995,3.8797726631855527,0.038155821991225226,0.05146697070019274,0.09211771972555732,7.263348128929916
-0.0938868199244264,-0.16940456231383128,-0.2564869168206247,0.11386827847662374,0.24331778270726886,0.40558491809638775,-3.6460013488337494e-08,-9.29367070656717e-08,3.2467065478325454e-08,0.0016137625481465064,0.0062927045617220964,0.007073162620117728,0.040171663497377184,0.07932656907822307,0.08410209640738885,-0.29887383094937026,0.31744991234956477,0.1970754674234546,-0.3436055113124241,-0.5116396602743731,3.32302242028065,-0.034065571506386706,-0.05502430062139174,-0.02854888345441326,0.008205045481525675,-0.012471743554642423,0.025840097637099945,0.027156946870108084,0.05740457477231336,0.037002707662967635,1.289396275970122,5.027870944822865,5.6514569334749085,-0.7296244701156833,-0.5099935171672678,0.35357739886675316,41,17,21,0.1,0.1,0.1,9.98066949720053,25.127806420084045,25.588822597406477,4.500458701018034,4.026360859004763,4.248842603099008,0.007408313077789312,0.42919293012572063,0.10206138234955343,0.004550067009495002,0.06745418452175522,1.128899936412467,2.259303823858433,0.04303549147172192,0.08811623130598917,0.15263806160937804,11.968724154267894
-0.3526592503345566,-0.40762510711105293,-0.3062469339734716,0.5386266277617711,0.4362048039965841,0.3458638578368211,-8.512365492652219e-08,2.441064483293953e-07,-1.6082575490239392e-08,0.01983064421068912,0.019231937294514636,0.010398368255934593,0.14082132015674728,0.13867926050608517,0.10197238967453197,0.6091824391117674,0.07670773562166745,0.5275103720508256,1.1441211813531682,-0.050652754976849845,0.4416305537341949,-0.09438504320135488,-0.09832596489307856,-0.06425580161720873,-0.003972704041400452,-0.0016174462229298588,-0.014892600370236852,0.073695168656284,0.09231573797314029,0.05458442064497503,15.844684724346406,15.366317898364867,8.308296236491948,0.15357444944112614,-0.06210852593641074,-0.16599454819449852,62,62,56,1.5,1.7000000000000002,0.7000000000000001,28.98806752455744,31.716407119303206,20.416362868068866,5.2394798764444115,5.139923059815406,5.436831612135251,0.03078857011101633,0.5582675752731562,0.2000845037685277,0.009377036220982288,0.09683509808422919,0.8047741303387167,0.5148874226227962,0.12810762411064897,0.18759199649671082,0.25707120660084154,39.51929885920322
-0.6269728560201665,-0.4601681534015374,-0.20134894893904912,0.7360854922191151,0.4806288631191911,0.29695378053824467,2.0650463563920418e-07,-8.632601369018555e-08,3.128703727484083e-08,0.08904696028467614,0.04328114213925864,0.007689890201997668,0.2984073730400711,0.20804120298454978,0.08769201903250756,0.20238208567719915,-0.2054606678641683,0.5689067324113264,-0.9305568075279589,-1.0051028441364356,0.24035727084892367,-0.26819554207346896,-0.1835029811385111,-0.056369238978180705,0.005868180109287732,0.04084931813528195,-0.01249599796705482,0.22382186148103286,0.16424961010306502,0.04208994325099744,71.14852126749034,34.58163256927362,6.144222271396919,0.34761916710909546,0.389016938105506,0.35950136439398095,49,31,57,1.9000000000000001,0.9,0.9,100.44665112362614,78.10197756603466,24.495053151900716,3.7604421806525736,3.310063527364726,4.604970422301513,0.04904733732378009,0.7540068985669294,0.35405294473285764,0.014507616982421189,0.12044756943343103,0.17063155713479636,-0.012331347461235875,0.27455688083532825,0.3510751057783096,0.4306642621146027,111.87437610816087
-0.5227028939331716,-0.6905123893913788,-0.263007081538583,0.7744729817216777,0.5526951697347346,0.42384821049644583,1.138439167380767e-08,-1.6371291900796336e-07,-1.8891692369571444e-07,0.10307015853393502,0.05482258380127308,0.011770283192875855,0.3210454150644968,0.23414222985457595,0.10849093599409979,0.33890722218280733,-0.3098775933580237,0.48591815692768586,-0.7859598365865166,-0.7741603447909307,0.7418619251657712,-0.2736025172688005,-0.22539107230375682,-0.06855812386114297,-0.014275679914345083,0.06325216027834193,-0.0050868591241234745,0.2412041890774586,0.18155478073273865,0.05822523790586002,82.35305666861417,43.803244457238634,9.40445627113636,0.39902302498488257,0.3986348559983142,0.21590551379476963,52,33,51,1.9000000000000001,0.9,0.9,121.45134725618364,86.1090878692699,27.17148681172553,3.6794338747103685,3.5715762563563955,4.637447557895769,0.025680965162623613,0.8210184712375714,0.3847674884499335,0.021431716223446036,0.14639575206762673,0.44580396887818147,0.17164972524079758,0.2764298522742402,0.380997817216984,0.46378214592318934,135.56075739698917
-0.5304194729208045,-0.4279831520268144,-0.1880701183701272,0.5600934136575186,0.3451623620837092,0.21825217916273748,-2.762787626509056e-07,9.471616804646033e-08,-2.81990859186676e-07,0.08144817173328403,0.028608939091968665,0.005558770228519702,0.28539126078645793,0.1691417721675183,0.07455716081316202,-0.29699027956075885,-0.29573036605532615,-0.04376726566455295,-1.2465542367506675,-1.0140590571473302,-0.18701353146308897,-0.3033521263188972,-0.1622711338503356,-0.04955797976755209,0.08360035993884055,0.0319785359014929,0.0032867386807046506,0.22795270948270704,0.13466953115966948,0.049782438540076135,65.07708921495501,22.85854233449014,4.441457412650856,0.32458277821509796,0.3749763892552135,0.4947803163169166,40,34,60,1.8,0.9,0.9,141.7239313661711,78.07199852478828,24.401728776515448,1.7118574716870965,2.1857654986587725,3.650660344512899,0.03586286509008755,0.6007747712442201,0.3201685336010216,0.012979695914284337,0.11392846841015786,0.06792429595867706,-0.9164834488273601,0.2308140827645616,0.3080056378093148,0.4206841642633662,92.377088962096
-0.5445731057071147,-0.4239549155869415,-0.19298319036236472,0.6116496874741286,0.4241765103815658,0.3006622210938624,6.41880045615384e-08,-7.222942566942336e-08,-1.457344772348712e-07,0.08462858945223437,0.0371643961712127,0.006785065367900778,0.2909099335743528,0.19278069449821136,0.08237150822888202,-0.06955169702509059,-0.1699006342342987,0.2968875036013681,-1.1433896101119054,-1.1927602028283755,0.47581022163744313,-0.27668785681612823,-0.18143073392725176,-0.04850324995234699,0.048134762052008104,0.033084545633737014,-0.0012073129473979837,0.22737981244160752,0.16954106646860712,0.04977802305431635,67.61824297233856,29.69435254080312,5.421267228969712,0.35711535643840897,0.4003146258608057,0.3111819055327325,41,32,67,1.9000000000000001,0.9,0.9,103.04147336393827,83.285903492966,29.49869384622762,3.3618427627143186,2.858032444990933,4.077810694450372,0.061922494822716764,0.6256805411545975,0.3393178565408555,0.013297342338081245,0.11531410294530867,0.1153238668550203,-0.8488425137509648,0.24789728441099027,0.33402903312266813,0.43041830484768256,102.73386274211138
-0.4904112092055172,-0.4231465614737211,-0.19736144104785336,0.5722828947355358,0.436303882536629,0.2821864316993687,4.1156069913061974e-07,-2.2054647067282218e-07,2.690985936884549e-07,0.06258133911041829,0.04031405906440192,0.008226868495663293,0.2501626253268427,0.20078361253947474,0.09070208650115659,-0.15178574012481635,0.007217368991509499,0.2566528154458565,-0.9190830033456687,-0.9410925297259896,-0.3044223296555053,-0.22619876443638315,-0.1630165762984208,-0.060475803886597596,0.03732212580416413,0.0034282564468596554,-0.0031998847780209836,0.16855688731958698,0.16368428078084743,0.0502470889652846,50.00248994935971,32.21093319249604,6.5732679280929025,0.3077331646530811,0.20209547155485494,0.3928201043186544,61,37,48,1.9000000000000001,0.9,0.9,71.91310114073566,89.62395341398326,34.06233407157261,3.542974950206895,2.50789595018912,3.5485205296149087,0.0508179205954045,0.592821067960921,0.3147728879902329,0.011916288183954054,0.10916175238587027,-0.06116618494260942,-0.8231852702037279,0.2289140620797814,0.3162765953973995,0.4040200294468712,88.78669106994866
-0.5915215770281317,-0.5741162427307869,-0.21360419431319336,0.7090354462786135,0.5985446664434215,0.27757223634648315,1.3173887970285846e-07,2.5115289898403057e-07,7.373316568526356e-08,0.10278444462920878,0.05453401548642214,0.00807844748441338,0.3206001319856384,0.2335251924020664,0.08988018404750504,0.24507329642987674,-0.2659302222134312,0.05793597766555171,-0.9510110752544603,-0.836804687209399,-0.227167863392852,-0.2990757931504302,-0.20655184632551507,-0.057838810640299734,-0.003540817588364317,0.04024814011309691,0.0017392193066779816,0.24405469939291954,0.1958420713127756,0.0609090203878349,82.12477125875171,43.572678373701756,6.454679540050641,0.3820827424056745,0.29550165734974887,0.2901216773233426,47,33,48,1.9000000000000001,0.9,0.9,127.13247786557437,83.78810287536778,26.47636076471129,3.2505075236695187,3.5603077149452553,4.4270214641752155,0.09500635244544862,0.7602783730017062,0.38117151974295216,0.019923338175197307,0.14115005552672413,0.326820294617476,-0.26387117575876173,0.2746619975965733,0.3752787986753826,0.47234491264730394,132.1521291725041
